portfolio_id,desk_id,office_id_OFF00001001,office_id_OFF00001002,pf_category_A,pf_category_B,pf_category_C,pf_category_D,sold,country_code_M,country_code_N,country_code_T,country_code_U,country_code_Z,euribor_rate,currency_CHF,currency_EUR,currency_GBP,currency_JPY,currency_USD,libor_rate,bought,indicator_code,type_A,type_B,type_C,type_D,type_E,type_F,type_H,hedge_value,status,return,df1,df2
PF00012214,,0,1,0,1,0,0,16500000,0,1,0,0,0,0.00066,0,0,1,0,0,1.053518182,16492576.08,1,0,0,1,0,0,0,0,0,1,0.00636,-1,33
PF00012215,,0,1,0,0,1,0,3025000,1,0,0,0,0,0.00066,1,0,0,0,0,0.165563636,3024276.521,1,0,0,0,0,1,0,0,0,1,0.00252,0,41
PF00012216,,0,1,0,0,1,0,1.65E+08,1,0,0,0,0,0.00066,1,0,0,0,0,0.165563636,164968833.3,1,0,0,0,0,1,0,0,0,1,0.0024,-5,39
PF00012222,,1,0,1,0,0,0,1.32E+08,0,0,1,0,0,0.00066,0,0,0,0,1,0.577054545,131990027.4,1,1,0,0,0,0,0,0,0,1,0.00096,-4,38
PF00012224,,0,1,0,0,1,0,71500000,1,0,0,0,0,0.00066,1,0,0,0,0,0.165563636,71498192.64,1,0,0,0,0,1,0,0,0,1,0.00156,0,7
PF00012226,,0,1,0,0,1,0,6.60E+07,1,0,0,0,0,0.00066,1,0,0,0,0,0.165563636,65987166.67,1,0,0,0,0,1,0,0,0,1,0.0024,0,35
PF00012237,,0,1,0,0,1,0,148720000,1,0,0,0,0,6.00E-05,1,0,0,0,0,0.164643478,148661090.4,1,0,0,0,0,1,0,0,0,1,0.00276,0,62
PF00012238,,0,1,0,0,1,0,11000,1,0,0,0,0,6.00E-05,1,0,0,0,0,0.164643478,10995.64278,1,0,0,0,0,1,0,0,0,1,0.00276,0,62
PF00012239,,0,1,0,0,1,0,1.10E+08,1,0,0,0,0,6.00E-05,1,0,0,0,0,0.164643478,109920800,1,0,0,0,0,1,0,0,0,1,0.00324,0,96
PF00012240,,0,1,0,0,1,0,9900000,1,0,0,0,0,6.00E-05,1,0,0,0,0,0.164643478,9899749.75,1,0,0,0,0,1,0,0,0,1,0.00156,0,7
PF00012241,,0,1,0,0,1,0,1.10E+08,1,0,0,0,0,6.00E-05,1,0,0,0,0,0.164643478,109997219.4,1,0,0,0,0,1,0,0,0,1,0.00156,0,7
PF00012242,,0,1,0,0,1,0,55231000,1,0,0,0,0,6.00E-05,1,0,0,0,0,0.164643478,55229603.88,1,0,0,0,0,1,0,0,0,1,0.00156,0,7
PF00012243,,0,1,0,0,1,0,43791000,1,0,0,0,0,6.00E-05,1,0,0,0,0,0.164643478,43782971.65,1,0,0,0,0,1,0,0,0,1,0.0024,0,33
PF00012246,,0,1,0,0,1,0,144892000,1,0,0,0,0,6.00E-05,1,0,0,0,0,0.164643478,144863021.6,1,0,0,0,0,1,0,0,0,1,0.0024,0,36
PF00012248,,0,1,0,1,0,0,5.50E+07,0,1,0,0,0,6.00E-05,0,0,1,0,0,1.01809087,54975253.61,1,0,0,1,0,0,0,0,0,1,0.00636,-2,36
PF00012249,,0,1,0,1,0,0,5.50E+07,0,1,0,0,0,6.00E-05,0,0,1,0,0,1.01809087,54973853.53,1,0,0,1,0,0,0,0,0,1,0.00672,-1,35
PF00012251,,0,1,0,0,1,0,11000,1,0,0,0,0,6.00E-05,1,0,0,0,0,0.164643478,10998.35,1,0,0,0,0,1,0,0,0,1,0.0024,-1,27
PF00012253,,0,1,0,0,1,0,3.30E+07,1,0,0,0,0,6.00E-05,1,0,0,0,0,0.164643478,32999165.83,1,0,0,0,0,1,0,0,0,1,0.00156,0,7
PF00012254,,0,1,0,0,1,0,1.21E+08,1,0,0,0,0,6.00E-05,1,0,0,0,0,0.164643478,120996941.4,1,0,0,0,0,1,0,0,0,1,0.00156,0,7
PF00012256,,0,1,0,0,1,0,96206000,1,0,0,0,0,6.00E-05,1,0,0,0,0,0.164643478,96188362.23,1,0,0,0,0,1,0,0,0,1,0.0024,0,33
PF00012257,,0,1,0,0,1,0,4114000,1,0,0,0,0,6.00E-05,1,0,0,0,0,0.164643478,4113245.767,1,0,0,0,0,1,0,0,0,1,0.0024,0,33
PF00012258,,0,1,0,0,1,0,3.30E+07,1,0,0,0,0,6.00E-05,1,0,0,0,0,0.164643478,32993583.33,1,0,0,0,0,1,0,0,0,1,0.0024,0,35
PF00012267,,0,1,0,1,0,0,27500000,0,0,0,1,0,6.00E-05,0,0,0,1,0,0.310521739,27497632.15,1,0,0,0,0,0,1,0,0,1,0.0012,-4,35
PF00012274,,0,1,0,0,1,0,6490000,1,0,0,0,0,6.00E-05,1,0,0,0,0,0.164643478,6489098.611,1,0,0,0,0,1,0,0,0,1,0.0024,0,25
PF00012277,,0,1,0,1,0,0,15004000,0,1,0,0,0,6.00E-05,0,0,1,0,0,1.01809087,14997097.23,1,0,0,1,0,0,0,0,0,1,0.00672,0,34
PF00012281,,0,1,0,0,1,0,9944000,1,0,0,0,0,6.00E-05,1,0,0,0,0,0.164643478,9942397.911,1,0,0,0,0,1,0,0,0,1,0.0024,0,29
PF00012289,,0,1,0,0,1,0,1.10E+07,1,0,0,0,0,6.00E-05,1,0,0,0,0,0.164643478,10999721.94,1,0,0,0,0,1,0,0,0,1,0.00156,0,7
PF00011121,,0,1,0,0,1,0,6600000,1,0,0,0,0,0.00129,1,0,0,0,0,0.240304762,6594995,1,0,0,0,0,1,0,0,1,1,0.0036,0,92
PF00011209,,1,0,1,0,0,0,32994867.47,0,0,1,0,0,0.00128,0,0,0,0,1,0.617784783,32979772.41,1,0,0,0,0,0,0,0,1,0,0.003468934,0,0
PF00011219,,0,1,0,1,0,0,37510000,0,0,1,0,0,0.00128,0,0,0,0,1,0.617784783,37505478.51,1,0,1,0,0,0,0,0,1,1,0.00168,0,32
PF00011220,,0,1,0,0,1,0,4565000,1,0,0,0,0,0.00128,1,0,0,0,0,0.227052174,4564857.978,1,0,0,0,0,1,0,0,1,1,0.00192,0,7
PF00011229,,0,1,0,0,1,0,80839000,1,0,0,0,0,0.00129,1,0,0,0,0,0.212847619,80837652.68,1,0,0,0,0,1,0,0,1,1,0.0018,0,4
PF00011232,,0,1,0,1,0,0,3.30E+07,0,0,0,1,0,0.00129,0,0,0,1,0,0.375134762,32997066.93,1,0,0,0,0,0,1,0,1,1,0.0012,-1,34
PF00011233,,0,1,0,1,0,0,4.40E+07,0,0,1,0,0,0.00129,0,0,0,0,1,0.58667381,43973029.88,1,0,1,0,0,0,0,0,1,1,0.00288,-2,94
PF00011235,,1,0,1,0,0,0,6.60E+07,0,0,1,0,0,0.00129,0,0,0,0,1,0.58667381,65823829.83,1,1,0,0,0,0,0,0,1,1,0.00492,-1,236
PF00011236,,0,1,0,0,1,0,2.20E+07,1,0,0,0,0,0.00129,1,0,0,0,0,0.212847619,21983872.78,1,0,0,0,0,1,0,0,1,1,0.00348,-1,93
PF00011239,,0,1,0,0,1,0,44011000,1,0,0,0,0,0.00129,1,0,0,0,0,0.212847619,43977991.75,1,0,0,0,0,1,0,0,1,1,0.0036,0,90
PF00011240,,0,1,0,0,1,0,32934000,1,0,0,0,0,0.00129,1,0,0,0,0,0.212847619,32933103.46,1,0,0,0,0,1,0,0,1,1,0.00168,0,7
PF00011241,,0,1,0,0,1,0,481800000,1,0,0,0,0,0.00129,1,0,0,0,0,0.212847619,481446813.8,1,0,0,0,0,1,0,0,1,1,0.00348,0,92
PF00011246,,0,1,0,0,1,0,2.20E+07,1,0,0,0,0,0.00129,1,0,0,0,0,0.212847619,21999706.67,1,0,0,0,0,1,0,0,1,1,0.00144,0,4
PF00011248,,0,1,0,0,1,0,22473000,1,0,0,0,0,0.00129,1,0,0,0,0,0.212847619,22457493.63,1,0,0,0,0,1,0,0,1,1,0.00324,0,92
PF00011249,,0,1,0,0,1,0,2.20E+07,1,0,0,0,0,0.00129,1,0,0,0,0,0.212847619,21999401.11,1,0,0,0,0,1,0,0,1,1,0.00168,0,7
PF00011250,,0,1,0,0,1,0,65769000,1,0,0,0,0,0.00129,1,0,0,0,0,0.212847619,65724605.93,1,0,0,0,0,1,0,0,1,1,0.00324,0,90
PF00011251,,0,1,0,0,1,0,11770000,1,0,0,0,0,0.00129,1,0,0,0,0,0.212847619,11769656.71,1,0,0,0,0,1,0,0,1,1,0.0018,0,7
PF00011252,,0,1,0,0,1,0,19338000,1,0,0,0,0,0.00129,1,0,0,0,0,0.212847619,19337435.98,1,0,0,0,0,1,0,0,1,1,0.0018,0,7
PF00011349,,0,1,0,0,1,0,33770000,1,0,0,0,0,0.0017,1,0,0,0,0,0.186545455,33746098.34,1,0,0,0,0,1,0,0,1,1,0.00336,0,91
PF00011416,,0,1,0,0,1,0,171897000,1,0,0,0,0,0.0017,1,0,0,0,0,0.186545455,171891986.3,1,0,0,0,0,1,0,0,1,1,0.0018,0,7
PF00011417,,0,1,0,0,1,0,33286000,1,0,0,0,0,0.0017,1,0,0,0,0,0.186545455,33285029.16,1,0,0,0,0,1,0,0,1,1,0.0018,0,7
PF00011418,,0,1,0,0,1,0,5456000,1,0,0,0,0,0.0017,1,0,0,0,0,0.186545455,5454673.889,1,0,0,0,0,1,0,0,1,1,0.003,0,35
PF00008432,DSK00005983,1,0,0,0,0,1,36850000,0,0,0,0,1,0.01205,0,1,0,0,0,0.165404391,36819616.25,0,0,0,0,0,1,0,0,0,0,0.06024,0,7
PF00008433,DSK00005984,1,0,0,0,0,1,117480000,0,0,0,0,1,0.01205,0,1,0,0,0,0.165435992,117383134.8,0,0,0,0,0,1,0,0,0,0,0.06024,0,7
PF00009194,DSK00006246,0,1,0,0,1,0,3.30E+07,1,0,0,0,0,0.00417,1,0,0,0,0,0.354824762,32985333.33,0,0,0,0,0,1,0,0,0,1,0.006,0,32
PF00009196,DSK00006244,0,1,0,0,1,0,132957000,1,0,0,0,0,0.00417,1,0,0,0,0,0.354824762,132956039.8,0,0,0,0,0,1,0,0,1,1,0.00312,0,1
PF00009197,DSK00006247,0,1,0,0,1,0,3.30E+07,1,0,0,0,0,0.00417,1,0,0,0,0,0.354824762,32985791.59,0,0,0,0,0,1,0,0,0,1,0.00600003,0,31
PF00009198,DSK00006248,0,1,0,0,1,0,3.30E+07,1,0,0,0,0,0.00417,1,0,0,0,0,0.354824762,32995187.5,0,0,0,0,0,1,0,0,0,1,0.0042,0,15
PF00009199,DSK00006243,0,1,0,1,0,0,26367000,0,1,0,0,0,0.00417,0,0,1,0,0,1.683262381,26363561.9,0,0,0,1,0,0,0,0,1,1,0.00816,0,7
PF00009200,DSK00006243,0,1,0,1,0,0,12760000,0,1,0,0,0,0.00417,0,0,1,0,0,1.683262381,12758336.17,0,0,0,1,0,0,0,0,1,1,0.00816,0,7
PF00009201,DSK00006249,1,0,1,0,0,0,5.50E+07,0,0,1,0,0,0.00417,0,0,0,0,1,0.948752381,54999419.45,0,1,0,0,0,0,0,0,1,1,0.00456,0,1
PF00009202,DSK00006249,0,1,0,0,1,0,106733000,1,0,0,0,0,0.00417,1,0,0,0,0,0.354824762,106732229.2,0,0,0,0,0,1,0,0,0,1,0.00312,0,1
PF00009203,DSK00006249,0,1,0,0,1,0,75570000,1,0,0,0,0,0.00417,1,0,0,0,0,0.354824762,75569454.22,0,0,0,0,0,1,0,0,1,1,0.00312,0,1
PF00009204,DSK00006249,0,1,0,0,1,0,17556000,1,0,0,0,0,0.00417,1,0,0,0,0,0.354824762,17555873.21,0,0,0,0,0,1,0,0,1,1,0.00312,0,1
PF00009206,DSK00006251,0,1,0,0,1,0,126500000,1,0,0,0,0,0.00417,1,0,0,0,0,0.354824762,126492128.9,0,0,0,0,0,1,0,0,1,1,0.00384,0,7
PF00009211,DSK00006250,0,1,0,0,1,0,2.75E+08,1,0,0,0,0,0.00417,1,0,0,0,0,0.354824762,274982888.9,0,0,0,0,0,1,0,0,1,1,0.00384,0,7
PF00009213,DSK00006250,0,1,0,0,1,0,1.10E+08,1,0,0,0,0,0.00417,1,0,0,0,0,0.354824762,109992941.7,0,0,0,0,0,1,0,0,0,1,0.00396,0,7
PF00009214,DSK00006254,0,1,0,0,1,0,401346000,1,0,0,0,0,0.00417,1,0,0,0,0,0.354824762,401343101.4,0,0,0,0,0,1,0,0,1,1,0.00312,0,1
PF00009216,DSK00006254,0,1,0,0,1,0,138809000,1,0,0,0,0,0.00417,1,0,0,0,0,0.354824762,138807997.5,0,0,0,0,0,1,0,0,1,1,0.00312,0,1
PF00009218,DSK00006255,1,0,1,0,0,0,82500000,0,0,1,0,0,0.00417,0,0,0,0,1,0.948752381,82465639.32,0,1,0,0,0,0,0,0,1,1,0.006,-4,34
PF00009221,DSK00006256,1,0,1,0,0,0,1.10E+08,0,0,1,0,0,0.00417,0,0,0,0,1,0.948752381,109996516.8,0,1,0,0,0,0,0,0,1,1,0.00456,0,3
PF00009222,DSK00006257,0,1,0,0,1,0,27500000,1,0,0,0,0,0.00417,1,0,0,0,0,0.354824762,27498288.89,0,0,0,0,0,1,0,0,1,1,0.00384,0,7
PF00010115,,0,1,0,1,0,0,5.50E+07,0,0,1,0,0,0.0011,0,0,0,0,1,0.863193182,54966287.34,1,0,1,0,0,0,0,0,1,1,0.00288,-1,93
PF00010116,,1,0,1,0,0,0,111573000,0,0,1,0,0,0.0011,0,0,0,0,1,0.863193182,111570613.6,1,1,0,0,0,0,0,0,1,1,0.00132,-1,8
PF00010122,,1,0,1,0,0,0,1.10E+08,0,0,1,0,0,0.0011,0,0,0,0,1,0.863193182,109932574.7,1,1,0,0,0,0,0,0,1,1,0.00288,-1,93
PF00010124,,0,1,0,0,1,0,121385000,1,0,0,0,0,0.0011,1,0,0,0,0,0.314963636,121384224.5,1,0,0,0,0,1,0,0,1,1,0.00276,0,1
PF00010125,,0,1,0,0,1,0,11154000,1,0,0,0,0,0.0011,1,0,0,0,0,0.314963636,11153928.74,1,0,0,0,0,1,0,0,1,1,0.00276,0,1
PF00010126,,0,1,0,0,1,0,49500000,1,0,0,0,0,0.0011,1,0,0,0,0,0.314963636,49497497.5,1,0,0,0,0,1,0,0,1,1,0.00312,0,7
PF00010128,,0,1,0,0,1,0,106293000,1,0,0,0,0,0.0011,1,0,0,0,0,0.314963636,106292320.9,1,0,0,0,0,1,0,0,1,1,0.00276,0,1
PF00010135,,0,1,0,0,1,0,30404000,1,0,0,0,0,0.0011,1,0,0,0,0,0.314963636,30402462.91,1,0,0,0,0,1,0,0,1,1,0.00312,0,7
PF00011017,,0,1,0,0,1,0,5.50E+07,1,0,0,0,0,0.0013,1,0,0,0,0,0.237381818,54949736.11,1,0,0,0,0,1,0,0,1,1,0.0042,0,95
PF00011020,,0,1,0,0,1,0,16269000,1,0,0,0,0,0.0013,1,0,0,0,0,0.237381818,16268430.59,1,0,0,0,0,1,0,0,1,1,0.00216,0,8
PF00011021,,0,1,0,0,1,0,40524000,1,0,0,0,0,0.0013,1,0,0,0,0,0.237381818,40505719.17,1,0,0,0,0,1,0,0,1,1,0.00348,0,57
PF00011026,,0,1,0,0,1,0,92796000,1,0,0,0,0,0.0013,1,0,0,0,0,0.237381818,92706348.75,1,0,0,0,0,1,0,0,1,1,0.00444,0,97
PF00011028,,0,1,0,1,0,0,4.40E+07,0,0,1,0,0,0.0013,0,0,0,0,1,0.637588636,43974152.97,1,0,1,0,0,0,0,0,1,1,0.00276,-1,94
PF00011029,,1,0,1,0,0,0,91245000,0,0,1,0,0,0.0013,0,0,0,0,1,0.637588636,91191399.72,1,1,0,0,0,0,0,0,1,1,0.00276,-1,94
PF00011030,,0,1,0,1,0,0,2.20E+07,1,0,0,0,0,0.0013,1,0,0,0,0,0.237381818,21979778.6,1,0,0,0,1,0,0,0,1,1,0.00432,-1,94
PF00011076,,0,1,0,0,1,0,17743000,1,0,0,0,0,0.0013,1,0,0,0,0,0.237381818,17742778.21,1,0,0,0,0,1,0,0,1,1,0.0018,0,3
PF00011077,,0,1,0,0,1,0,31229000,1,0,0,0,0,0.0013,1,0,0,0,0,0.237381818,31228028.43,1,0,0,0,0,1,0,0,1,1,0.00192,0,7
PF00011078,,0,1,0,0,1,0,18986000,1,0,0,0,0,0.0013,1,0,0,0,0,0.237381818,18985409.32,1,0,0,0,0,1,0,0,1,1,0.00192,0,7
PF00011089,,0,1,0,0,1,0,7205000,1,0,0,0,0,0.0013,1,0,0,0,0,0.237381818,7199356.083,1,0,0,0,0,1,0,0,1,1,0.0036,0,95
PF00011090,,0,1,0,1,0,0,8.80E+07,0,1,0,0,0,0.0013,0,0,1,0,0,0.834688636,87872933.33,1,0,0,1,0,0,0,0,1,1,0.00696,-4,95
PF00011091,,0,1,0,0,1,0,7.70E+07,1,0,0,0,0,0.0013,1,0,0,0,0,0.237381818,76985027.78,1,0,0,0,0,1,0,0,1,1,0.003,0,28
PF00011092,,0,1,0,0,1,0,81719000,1,0,0,0,0,0.0013,1,0,0,0,0,0.237381818,81716298.73,1,0,0,0,0,1,0,0,1,1,0.00204,0,7
PF00011117,,0,1,0,0,1,0,21021000,1,0,0,0,0,0.00129,1,0,0,0,0,0.240304762,21020346.01,1,0,0,0,0,1,0,0,1,1,0.00192,0,7
PF00011118,,0,1,0,0,1,0,21956000,1,0,0,0,0,0.00129,1,0,0,0,0,0.240304762,21955316.92,1,0,0,0,0,1,0,0,1,1,0.00192,0,7
PF00011120,,0,1,0,0,1,0,18645000,1,0,0,0,0,0.00129,1,0,0,0,0,0.240304762,18631016.25,1,0,0,0,0,1,0,0,1,1,0.0036,0,90
PF00011123,,0,1,0,1,0,0,38500000,0,0,1,0,0,0.00129,0,0,0,0,1,0.652685714,38495829.62,1,0,1,0,0,0,0,0,1,1,0.00156,-4,34
PF00011129,,0,1,0,0,1,0,55033000,1,0,0,0,0,0.00129,1,0,0,0,0,0.240304762,55021534.79,1,0,0,0,0,1,0,0,1,1,0.003,0,30
PF00011130,,0,1,0,0,1,0,3.30E+07,1,0,0,0,0,0.00129,1,0,0,0,0,0.240304762,32998973.33,1,0,0,0,0,1,0,0,1,1,0.00192,0,7
PF00011132,,0,1,0,0,1,0,21296000,1,0,0,0,0,0.00129,1,0,0,0,0,0.240304762,21292876.59,1,0,0,0,0,1,0,0,1,1,0.00264,0,24
PF00011133,,0,1,0,0,1,0,167376000,1,0,0,0,0,0.00129,1,0,0,0,0,0.240304762,167351451.5,1,0,0,0,0,1,0,0,1,1,0.00264,0,24
PF00011142,,0,1,0,0,1,0,33011000,1,0,0,0,0,0.00129,1,0,0,0,0,0.240304762,33010449.82,1,0,0,0,0,1,0,0,1,1,0.0018,0,7
PF00012296,,0,1,0,0,1,0,96206000,1,0,0,0,0,1.00E-04,1,0,0,0,0,0.15457,96205679.31,1,0,0,0,0,1,0,0,0,1,0.00144,0,1
PF00012297,,0,1,0,0,1,0,3.30E+07,1,0,0,0,0,1.00E-04,1,0,0,0,0,0.15457,32993583.33,1,0,0,0,0,1,0,0,0,1,0.0024,0,35
PF00012308,,0,1,0,1,0,0,5.50E+07,0,0,1,0,0,1.00E-04,0,0,0,0,1,0.56206,54991338.86,1,0,1,0,0,0,0,0,0,1,0.00108,-1,67
PF00012321,,0,1,0,0,1,0,8195000,1,0,0,0,0,1.00E-04,1,0,0,0,0,0.15457,8194792.849,1,0,0,0,0,1,0,0,0,1,0.00156,0,7
PF00012322,,0,1,0,0,1,0,2.20E+07,1,0,0,0,0,1.00E-04,1,0,0,0,0,0.15457,21985382.22,1,0,0,0,0,1,0,0,0,1,0.00312,0,92
PF00012323,,0,1,0,0,1,0,138479000,1,0,0,0,0,1.00E-04,1,0,0,0,0,0.15457,138448226.9,1,0,0,0,0,1,0,0,0,1,0.0024,0,40
PF00012327,,0,1,0,0,1,0,73491000,1,0,0,0,0,1.00E-04,1,0,0,0,0,0.15457,73479568.07,1,0,0,0,0,1,0,0,0,1,0.0024,0,28
PF00012330,,0,1,0,0,1,0,1.32E+08,1,0,0,0,0,1.00E-04,1,0,0,0,0,0.15457,131910900,1,0,0,0,0,1,0,0,0,1,0.00324,0,90
PF00012334,,0,1,0,1,0,0,27500000,0,0,0,1,0,1.00E-04,0,0,0,1,0,0.280895,27497555.77,1,0,0,0,0,0,1,0,0,1,0.0012,-2,34
PF00012337,,1,0,1,0,0,0,27500000,0,0,1,0,0,1.00E-04,0,0,0,0,1,0.56206,27490866.92,1,1,0,0,0,0,0,0,0,1,0.00156,-1,93
PF00012338,,1,0,1,0,0,0,38500000,0,0,1,0,0,1.00E-04,0,0,0,0,1,0.56206,38497679.45,1,1,0,0,0,0,0,0,0,1,0.00084,-2,33
PF00012339,,1,0,1,0,0,0,4.40E+07,0,0,1,0,0,1.00E-04,0,0,0,0,1,0.56206,43985069.51,1,1,0,0,0,0,0,0,0,1,0.00156,-2,96
PF00012341,,0,1,0,0,1,0,2.20E+07,1,0,0,0,0,1.00E-04,1,0,0,0,0,0.15457,21984820,1,0,0,0,0,1,0,0,0,1,0.00324,0,92
PF00012342,,0,1,0,0,1,0,26587000,1,0,0,0,0,1.00E-04,1,0,0,0,0,0.15457,26586822.75,1,0,0,0,0,1,0,0,0,1,0.00144,0,2
PF00012343,,0,1,0,0,1,0,24585000,1,0,0,0,0,1.00E-04,1,0,0,0,0,0.15457,24584378.55,1,0,0,0,0,1,0,0,0,1,0.00156,0,7
PF00012344,,0,1,0,1,0,0,4.40E+07,0,0,1,0,0,1.00E-04,0,0,0,0,1,0.56206,43992301.35,1,0,1,0,0,0,0,0,0,1,0.0012,-4,67
PF00012352,,1,0,1,0,0,0,2.20E+07,0,0,1,0,0,1.00E-04,0,0,0,0,1,0.56206,21992693.54,1,1,0,0,0,0,0,0,0,1,0.00156,-1,94
PF00012353,,0,1,0,0,1,0,37565000,1,0,0,0,0,1.00E-04,1,0,0,0,0,0.15457,37540040.14,1,0,0,0,0,1,0,0,0,1,0.00312,0,92
PF00012356,,0,1,0,1,0,0,49500000,0,0,1,0,0,1.00E-04,0,0,0,0,1,0.56206,49497360.14,1,0,1,0,0,0,0,0,0,1,0.00072,-2,34
PF00012358,,0,1,0,1,0,0,440000,0,1,0,0,0,1.00E-04,0,0,1,0,0,0.9918145,439831.2976,1,0,0,1,0,0,0,0,0,1,0.00672,0,26
PF00012373,,1,0,1,0,0,0,27500000,0,0,1,0,0,0.00021,0,0,0,0,1,0.54976087,27491065.4,1,1,0,0,0,0,0,0,0,1,0.00156,0,90
PF00012361,,0,1,0,0,1,0,27500000,1,0,0,0,0,1.00E-04,1,0,0,0,0,0.15457,27499304.86,1,0,0,0,0,1,0,0,0,1,0.00156,0,7
PF00012363,,0,1,0,0,1,0,56100000,1,0,0,0,0,0.00021,1,0,0,0,0,0.101582609,56063129.83,1,0,0,0,0,1,0,0,0,1,0.00312,0,88
PF00010136,,0,1,0,0,1,0,264000,1,0,0,0,0,0.0011,1,0,0,0,0,0.314963636,263986.6533,1,0,0,0,0,1,0,0,1,1,0.00312,0,7
PF00010137,,0,1,0,0,1,0,137203000,1,0,0,0,0,0.0011,1,0,0,0,0,0.314963636,137202123.4,1,0,0,0,0,1,0,0,1,1,0.00276,0,1
PF00010138,,0,1,0,0,1,0,26609000,1,0,0,0,0,0.0011,1,0,0,0,0,0.314963636,26608830,1,0,0,0,0,1,0,0,1,1,0.00276,0,1
PF00010139,,0,1,0,0,1,0,79684000,1,0,0,0,0,0.0011,1,0,0,0,0,0.314963636,79683490.91,1,0,0,0,0,1,0,0,1,1,0.00276,0,1
PF00010408,,0,1,0,0,1,0,69894000,1,0,0,0,0,0.00113,1,0,0,0,0,0.237638095,69870896.15,1,0,0,0,0,1,0,0,1,1,0.00408,0,35
PF00010409,,0,1,0,0,1,0,95106000,1,0,0,0,0,0.00113,1,0,0,0,0,0.237638095,95074562.18,1,0,0,0,0,1,0,0,1,1,0.00408,0,35
PF00010410,,0,1,0,0,1,0,97900000,1,0,0,0,0,0.00113,1,0,0,0,0,0.237638095,97892657.5,1,0,0,0,0,1,0,0,1,1,0.00324,0,10
PF00010411,,0,1,0,0,1,0,2.20E+07,1,0,0,0,0,0.00113,1,0,0,0,0,0.237638095,21998930.56,1,0,0,0,0,1,0,0,1,1,0.003,0,7
PF00010413,,0,1,0,0,1,0,47586000,1,0,0,0,0,0.00113,1,0,0,0,0,0.237638095,47584968.97,1,0,0,0,0,1,0,0,1,1,0.00312,0,3
PF00010414,,0,1,0,0,1,0,24728000,1,0,0,0,0,0.00113,1,0,0,0,0,0.237638095,24727464.23,1,0,0,0,0,1,0,0,1,1,0.00312,0,3
PF00010415,,0,1,0,0,1,0,234432000,1,0,0,0,0,0.00113,1,0,0,0,0,0.237638095,234426920.6,1,0,0,0,0,1,0,0,1,1,0.00312,0,3
PF00010566,,0,1,0,1,0,0,3190000,0,0,1,0,0,0.00122,0,0,0,0,1,0.761875,3188065.907,1,0,1,0,0,0,0,0,1,1,0.00288,0,91
PF00010571,,1,0,1,0,0,0,1.10E+07,0,0,1,0,0,0.00122,0,0,0,0,1,0.761875,10996936.13,1,1,0,0,0,0,0,0,1,1,0.00204,-2,61
PF00012395,,0,1,0,1,0,0,1.10E+07,0,0,1,0,0,0.00021,0,0,0,0,1,0.54976087,10996426.16,1,0,1,0,0,0,0,0,0,1,0.00156,-2,92
PF00012396,,1,0,1,0,0,0,2.20E+07,0,0,1,0,0,0.00021,0,0,0,0,1,0.54976087,21992852.32,1,1,0,0,0,0,0,0,0,1,0.00156,-2,92
PF00012411,,0,1,0,0,1,0,60379000,1,0,0,0,0,0.00021,1,0,0,0,0,0.101582609,60335225.23,1,0,0,0,0,1,0,0,0,1,0.00348,0,90
PF00012412,,0,1,0,0,1,0,341000,1,0,0,0,0,0.00021,1,0,0,0,0,0.101582609,340752.775,1,0,0,0,0,1,0,0,0,1,0.00348,0,90
PF00012429,,0,1,0,1,0,0,1.10E+08,0,0,1,0,0,0.00021,0,0,0,0,1,0.54976087,109958765.5,1,0,1,0,0,0,0,0,0,1,0.0018,-2,92
PF00012431,,0,1,0,1,0,0,157300000,0,0,1,0,0,0.00021,0,0,0,0,1,0.54976087,157276408.5,1,0,1,0,0,0,0,0,0,1,0.00144,-2,47
PF00012445,,0,1,0,1,0,0,42900000,0,0,1,0,0,0.00021,0,0,0,0,1,0.54976087,42883739.92,1,0,1,0,0,0,0,0,0,1,0.0018,-3,94
PF00012446,,0,1,0,1,0,0,28600000,0,1,0,0,0,0.00021,0,0,1,0,0,0.890284348,28569059.32,1,0,0,1,0,0,0,0,0,1,0.00708,-3,70
PF00012448,,0,1,0,0,1,0,12705000,1,0,0,0,0,0.00021,1,0,0,0,0,0.101582609,12701442.6,1,0,0,0,0,1,0,0,0,1,0.00288,0,42
PF00012450,,0,1,0,0,1,0,100727000,1,0,0,0,0,0.00021,1,0,0,0,0,0.101582609,100726608.3,1,0,0,0,0,1,0,0,0,1,0.00168,0,1
PF00012451,,1,0,1,0,0,0,2.20E+07,0,0,1,0,0,0.00021,0,0,0,0,1,0.54976087,21992302.69,1,1,0,0,0,0,0,0,0,1,0.00168,0,90
PF00012463,,0,1,0,0,1,0,66143000,1,0,0,0,0,0.00021,1,0,0,0,0,0.101582609,66142706.03,1,0,0,0,0,1,0,0,0,1,0.00192,0,1
PF00012466,,0,1,0,0,1,0,28600000,1,0,0,0,0,0.00021,1,0,0,0,0,0.101582609,28599054.61,1,0,0,0,0,1,0,0,0,1,0.00204,0,7
PF00012467,,0,1,0,0,1,0,60500000,1,0,0,0,0,0.00021,1,0,0,0,0,0.101582609,60498000.14,1,0,0,0,0,1,0,0,0,1,0.00204,0,7
PF00011166,,0,1,0,0,1,0,66143000,1,0,0,0,0,0.00129,1,0,0,0,0,0.240304762,66109432.43,1,0,0,0,0,1,0,0,1,1,0.00348,0,63
